 TWA\TWS	        0	        1	        2	        3	        4	        5	        6	        7	        8	        9	       10	       11	       12	       13	       14	       15	       16	       17	       18	       19	       20	       21	       22	       23	       24	       25	       26	       27	       28	       29	       30	       31	       32	       33	       34	       35	       36	       37	       38	       39	
167     	 0.000000	 1.360114	 2.718756	 4.081186	 5.479579	 6.950871	 8.524100	 10.186215	 11.763694	 13.088673	 14.176409	 15.080228	 15.822624	 16.422025	 16.911448	 17.327551	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	 17.706993	
168     	 0.000000	 1.341570	 2.676508	 4.006882	 5.369562	 6.805941	 8.340717	 9.957890	 11.495362	 12.797225	 13.878415	 14.789192	 15.550252	 16.178369	 16.704181	 17.161788	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	 17.585293	
169     	 0.000000	 1.324389	 2.636669	 3.935461	 5.262325	 6.663179	 8.158439	 9.729310	 11.225639	 12.503913	 13.578530	 14.496375	 15.276370	 15.933703	 16.496595	 16.996528	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	 17.464980	
170     	 0.000000	 1.308459	 2.599037	 3.866681	 5.157638	 6.522405	 7.977175	 9.500498	 10.954640	 12.208892	 13.276910	 14.201927	 15.001104	 15.688110	 16.288718	 16.831727	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	 17.345938	
171     	 0.000000	 1.293664	 2.563413	 3.800303	 5.055269	 6.383438	 7.796832	 9.271474	 10.682482	 11.912317	 12.973713	 13.905995	 14.724579	 15.441675	 16.080575	 16.667346	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	 17.228051	
172     	 0.000000	 1.279891	 2.529595	 3.736086	 4.954985	 6.246097	 7.617319	 9.042260	 10.409279	 11.614343	 12.669096	 13.608728	 14.446923	 15.194482	 15.872194	 16.503340	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	 17.111204	
173     	 0.000000	 1.267027	 2.497383	 3.673791	 4.856556	 6.110201	 7.438542	 8.812876	 10.135149	 11.315127	 12.363219	 13.310275	 14.168259	 14.946616	 15.663600	 16.339670	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	 16.995281	
174     	 0.000000	 1.254959	 2.466576	 3.613177	 4.759749	 5.975571	 7.260410	 8.583344	 9.860207	 11.014823	 12.056237	 13.010784	 13.888715	 14.698161	 15.454821	 16.176292	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	 16.880168	
175     	 0.000000	 1.243572	 2.436973	 3.554004	 4.664333	 5.842025	 7.082830	 8.353686	 9.584569	 10.713586	 11.748310	 12.710402	 13.608416	 14.449200	 15.245883	 16.013165	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	 16.765747	
176     	 0.000000	 1.232753	 2.408374	 3.496031	 4.570076	 5.709382	 6.905712	 8.123921	 9.308351	 10.411573	 11.439594	 12.409279	 13.327488	 14.199818	 15.036812	 15.850248	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	 16.651905	
177     	 0.000000	 1.222388	 2.380578	 3.439019	 4.476746	 5.577462	 6.728961	 7.894072	 9.031669	 10.108938	 11.130247	 12.107562	 13.046056	 13.950100	 14.827634	 15.687497	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	 16.538524	
178     	 0.000000	 1.212364	 2.353384	 3.382728	 4.384111	 5.446084	 6.552487	 7.664159	 8.754639	 9.805838	 10.820428	 11.805400	 12.764247	 13.700128	 14.618378	 15.524873	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	 16.425490	
179     	 0.000000	 1.202568	 2.326592	 3.326917	 4.291940	 5.315068	 6.376198	 7.434204	 8.477378	 9.502426	 10.510293	 11.502942	 12.482187	 13.449989	 14.409068	 15.362331	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	 16.312687	
180     	 0.000000	 1.192885	 2.300000	 3.271346	 4.200000	 5.184232	 6.200000	 7.204227	 8.200000	 9.198859	 10.200000	 11.200335	 12.200000	 13.199765	 14.199732	 15.199832	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	 16.200000	
