Grib  N° 216
Zone : Lon: 121, Lat: -48 X Lon: 178, Lat: 41
Cases en longitudes: 57 pas de 1.01786°;
Cases en latitudes: 90 pas de 1°

Données TWS, TWD de la fenêtre 0

Date: 2017/04/02 12:00:00 UTC
LATITUDE\LONGITUDE	121.00000	122.01786	123.03572	124.05358	125.07144	126.08930	127.10716	128.12502	129.14288	130.16074	131.17860	132.19646	133.21432	134.23218	135.25004	136.26790	137.28576	138.30362	139.32148	140.33934	141.35720	142.37506	143.39292	144.41078	145.42864	146.44650	147.46436	148.48222	149.50008	150.51794	151.53580	152.55366	153.57152	154.58938	155.60724	156.62510	157.64296	158.66082	159.67868	160.69654	161.71440	162.73226	163.75012	164.76798	165.78584	166.80370	167.82156	168.83942	169.85728	170.87514	171.89300	172.91086	173.92872	174.94658	175.96444	176.98230	178.00016	
23.00000	3.84886;36.58053	12.51825;44.42750	13.44130;51.55889	14.22624;54.53786	15.06596;52.30656	15.92945;46.12233	16.49668;40.21099	17.28191;34.23702	17.41906;30.17313	16.88753;25.22885	15.76722;21.76731	15.44750;15.81665	15.54628;11.78904	17.86707;3.00217	18.83983;353.78058	18.89000;346.31553	18.71455;337.17962	17.63832;331.46916	16.87654;325.23181	17.16926;318.92025	16.51192;315.73452	14.86207;316.27185	12.98214;317.88270	12.72686;314.59778	12.25166;313.39280	11.07038;315.25610	11.91292;278.94497	13.41068;247.89632	11.89488;244.64937	10.25921;231.07570	8.23313;232.76215	7.27067;237.71209	8.12051;222.90475	9.77449;188.12172	8.27156;181.86654	6.26103;184.27319	3.35583;187.65605	0.73487;181.62338	0.69136;50.46463	4.42436;191.79868	7.63869;188.04556	8.29924;178.03899	9.00721;170.12095	9.50539;160.34224	10.83631;142.23589	11.84015;134.70734	10.11914;132.01012	8.54934;128.18576	7.88386;122.27942	9.08942;114.64677	9.41525;101.98735	8.88060;94.07936	7.28849;80.03876	10.32919;78.87827	8.60888;78.12427	9.91391;87.42315	9.08896;98.85796	
22.00000	22.10873;50.52983	16.81462;60.32906	15.97933;62.15998	16.25291;59.53689	16.85909;55.63199	17.04779;52.80345	17.16432;49.73583	17.47031;44.63937	17.21638;40.27852	16.98459;37.28433	17.80266;29.71695	18.11666;23.09607	18.47752;18.77233	18.89475;10.58164	18.79882;2.72631	18.00206;355.86925	17.28182;349.23228	16.86733;341.66945	17.03863;334.04007	15.64918;330.61705	14.63190;330.21641	12.53348;329.57726	13.08947;323.75806	12.54132;322.11411	11.60106;328.46986	11.75461;269.67851	10.88833;259.13340	9.76126;249.09274	7.97130;239.68322	6.75517;257.66987	6.31746;243.83705	6.80891;216.24504	8.40267;182.02705	8.13763;167.18008	6.46276;154.86859	3.53546;131.36670	3.35826;62.25428	3.01203;38.30177	5.35762;184.68250	7.47849;179.32446	7.88704;176.77020	8.92012;168.76720	11.83735;159.52655	11.33645;151.74316	12.00526;137.16528	12.94474;127.72859	11.02916;116.24441	10.47210;106.55459	10.77291;101.17409	11.06766;94.88649	10.99571;86.16234	10.91974;73.70716	11.63413;68.95768	11.56365;69.52399	9.37346;102.86904	10.72642;106.82257	11.02873;101.48818	
21.00000	22.96594;72.05580	19.33820;66.80065	18.15127;63.42123	17.80347;60.44289	18.16825;56.00390	18.59082;51.91747	18.82752;47.46448	19.07448;44.59951	19.47930;41.60600	19.63034;37.45202	19.47074;32.90157	19.31976;28.11725	18.86405;21.58433	18.96584;16.04058	18.72067;10.31815	17.89407;4.81626	17.46823;356.13524	17.00294;349.58677	15.81482;347.21072	13.73261;346.51846	12.94061;341.57594	14.36702;336.57747	13.31733;336.31603	10.74796;328.67015	10.56759;272.99767	8.68242;267.39255	7.10715;255.57684	5.95822;263.42263	6.17696;292.77243	3.43835;276.63244	4.60245;191.99572	7.52039;172.08876	8.42520;154.16212	6.84877;138.57849	5.51342;112.09775	5.08518;64.28712	5.21540;38.11285	3.30981;159.80156	7.05245;161.42023	8.39465;157.92512	9.14450;153.06457	9.65621;141.99047	9.78743;131.86034	10.85940;126.21965	12.57297;116.35113	13.61924;108.40392	12.76470;102.89979	12.83033;99.01279	13.41414;92.72931	13.48435;84.49898	13.51159;69.52885	14.61962;60.16252	12.09113;71.44854	11.75834;100.27519	11.08327;98.16009	12.57746;96.93984	13.59060;91.22933	
20.00000	23.60805;77.78333	20.17949;72.59659	18.74988;65.68288	18.74186;59.71704	19.26601;55.20357	19.80760;51.17862	20.14466;48.06251	20.46543;45.36557	20.48026;43.36167	20.46271;40.28782	20.39035;35.08241	20.27800;29.02206	20.14198;23.85133	19.40871;20.39150	18.49724;16.26382	17.86160;8.53662	17.09157;3.19465	16.09135;2.01245	15.42770;0.75803	15.28866;356.44130	15.29161;349.99286	13.81197;352.21486	9.96259;323.14575	8.11940;290.40032	6.31062;288.81446	4.53355;296.23545	6.02792;317.60078	6.71108;337.95205	3.67515;348.09573	2.65076;155.20901	7.06598;148.09820	8.67970;139.17741	7.56176;127.79489	6.58322;103.21640	6.67815;69.21753	6.92251;53.42614	2.74554;107.90771	6.34194;148.47303	7.98719;141.10500	8.78571;131.50195	9.09269;126.52448	9.54371;119.50460	9.99964;113.84940	11.16242;111.84773	13.29471;108.31309	14.81409;103.08985	15.31079;96.99040	15.78365;91.20954	15.93076;82.75185	15.54469;70.97369	14.11628;61.48336	10.31850;83.38935	13.18083;99.54150	13.34849;90.23245	14.45832;89.97249	15.27191;87.66057	15.04040;81.37770	
19.00000	26.12048;88.08090	20.12187;76.60545	18.08757;64.99650	19.12032;56.02398	20.17279;51.90324	20.91917;49.80178	21.36640;48.30066	21.55000;46.35227	21.56269;43.77273	21.60066;39.69862	21.46858;34.98225	20.80829;32.02127	20.05062;28.24207	19.72317;22.53125	19.29567;18.10640	18.59138;15.28297	17.62967;14.54034	16.56357;10.76794	16.77072;3.21792	16.78290;6.28376	13.99325;2.08097	8.48851;326.94313	6.90305;328.22550	5.87601;337.66007	7.00327;348.70410	9.45108;350.19244	8.85476;5.66929	5.80831;23.51080	4.21021;94.23639	7.29104;120.43457	8.81267;124.39462	8.59018;110.06286	7.13204;90.26766	7.77456;76.68090	7.09190;68.43481	6.39526;90.08708	5.46986;119.29786	8.23390;122.61332	9.65549;116.68886	9.81855;111.82669	9.85350;106.23263	10.85790;105.79041	12.17928;107.36494	12.56234;108.87792	13.35866;104.74399	14.53852;99.93964	15.38930;94.98469	15.77619;86.88729	15.70276;77.80815	14.67432;73.41344	13.32118;82.86918	13.96983;88.75301	15.08712;85.73588	15.85885;84.21883	16.46764;81.56287	15.90071;78.54171	16.28999;79.13255	
18.00000	5.62430;87.22659	3.83145;83.92496	18.77139;56.10753	19.14950;50.74251	20.89396;49.96648	21.71695;49.01767	22.05939;47.92873	22.22156;45.88958	22.29921;42.34323	22.10274;40.54883	21.78871;37.97406	21.19404;34.07630	20.05892;29.25522	19.66599;24.66518	19.38377;24.62465	18.77252;20.58174	18.55316;18.78804	18.43767;15.41353	17.46349;17.26918	12.18589;4.08978	9.15923;352.35192	8.33345;5.11880	9.29151;8.77614	11.10524;3.22200	11.91392;5.48363	9.63579;22.61275	7.62251;31.93104	5.77758;68.11268	8.86395;90.12565	9.12589;114.35406	8.26081;103.85967	8.48354;86.68326	8.71847;80.76239	8.28603;72.93384	7.95240;92.85261	7.42961;111.05258	8.80476;113.96763	9.85190;110.38007	10.51966;102.37723	10.82868;100.12482	11.32945;99.22443	12.87338;96.80395	14.07968;96.26157	14.71784;96.28512	15.43460;97.12090	16.17066;96.21568	16.19847;91.82234	16.11617;87.84266	15.75282;88.45429	15.32654;87.16481	15.37017;80.55912	16.47994;79.76104	16.75070;79.03562	16.89101;78.33445	17.12606;76.83917	17.62346;76.18447	17.81628;76.17602	
17.00000	3.09682;114.47372	1.94604;60.01092	19.83791;48.80193	20.00554;43.70476	21.64451;46.95061	22.29406;47.89433	22.56866;46.60887	22.72150;45.81454	22.56051;43.99112	22.48794;40.95530	22.13090;37.74257	21.32890;34.69086	21.12003;31.24683	20.72739;28.93509	19.92181;28.75324	19.71616;26.36295	19.23586;27.00265	16.68463;22.27121	13.16079;9.68492	11.05993;16.47933	11.17236;21.46265	12.55827;17.63284	13.43286;13.26806	11.33372;21.22659	8.22996;36.57759	6.26463;62.82274	5.68031;74.28676	7.10476;89.93841	6.19413;111.73463	10.38057;99.36849	8.46381;90.48873	9.34779;86.13798	8.95283;77.12846	7.93797;99.72205	9.94590;111.36473	9.84876;113.68118	9.35743;100.77539	10.07107;93.90125	12.01175;94.65415	12.67908;96.24290	13.49037;95.24398	14.78041;94.22885	15.47460;92.98820	16.43995;92.23619	16.89217;91.52586	17.11376;88.75430	17.57976;87.19802	17.86077;84.49540	17.44404;78.40959	17.36539;79.25860	17.42392;80.82666	17.63304;81.14099	17.39476;80.31137	17.70000;77.56333	17.61646;76.46517	18.51446;76.79978	18.98610;79.38034	
16.00000	6.99309;41.84516	20.36254;34.83698	23.05458;44.99658	22.22970;38.92350	22.89507;45.61229	23.10673;44.39332	22.84166;42.90672	23.34299;42.77277	23.48228;41.76864	23.07623;41.26039	23.02700;38.55330	22.85471;36.02487	22.25018;34.23706	22.03704;33.39571	21.05916;33.15468	19.39856;30.39364	16.04851;26.77299	14.99737;27.94013	14.12667;28.88920	14.50869;28.81079	15.03819;21.19490	15.03307;20.15717	12.64367;29.44988	8.84332;50.61046	8.32677;76.53990	7.86626;69.97093	8.77021;73.54524	9.81191;75.36910	9.23492;88.91453	9.67469;82.90668	10.38945;81.63992	10.91521;76.93885	9.73263;84.39986	10.63067;103.30951	10.83972;104.28544	11.80836;101.99990	10.68045;98.99019	11.14511;88.29393	13.32392;91.80918	14.33937;96.10320	14.70227;95.14752	15.60122;92.01427	16.45924;91.35346	16.92522;91.52551	17.61244;88.91607	17.90588;85.25433	18.56556;82.35263	18.78672;80.38661	18.64801;81.30061	18.87188;82.12612	18.98516;80.39880	18.78601;80.50649	18.46092;78.69953	18.04062;76.56718	18.33544;76.92434	18.14225;78.59857	17.97590;79.40699	
15.00000	6.45403;58.79949	18.32295;45.53297	25.53220;40.14850	24.25335;36.87449	24.13333;40.63934	24.34308;42.60853	24.53326;42.51463	24.92600;42.48108	25.03105;42.12314	24.92760;41.02243	24.56225;39.25112	24.18998;37.89760	22.99153;39.60400	20.62197;38.05167	18.17501;36.71670	17.46985;36.64421	17.22503;37.17121	16.84650;37.73466	16.93688;34.00559	16.07644;29.37625	14.10224;31.58681	12.16076;37.36813	10.40750;56.68094	9.52271;74.86592	9.35548;68.37102	10.18530;62.91169	10.95727;68.95738	11.65144;75.45835	11.12390;86.19259	10.75288;79.04758	12.03711;76.01986	11.39585;82.69921	12.17438;96.48254	11.96168;99.45620	11.07281;97.07287	12.11388;92.27610	13.62146;98.36137	12.12792;95.81842	12.83205;98.95007	14.75268;99.78626	15.41740;97.19150	15.82357;92.74606	16.76570;89.86714	17.99162;89.30109	18.01778;85.69559	18.39946;81.72694	19.31365;81.28190	20.10118;83.77667	20.48688;85.04674	19.93973;84.46170	19.23537;83.20391	19.27082;80.06166	18.96604;78.67510	18.42515;76.50474	18.49768;78.93095	18.32066;81.48216	17.54439;80.81946	
14.00000	6.66512;65.90178	20.24105;36.62449	9.85813;37.45287	23.08311;40.37207	25.01424;42.33239	24.98176;43.64433	25.71714;43.66166	25.49703;42.69828	25.44688;44.27579	24.52612;46.55753	23.48427;46.33144	22.88026;43.88129	21.97497;39.88993	21.07588;37.84439	19.37336;42.86536	18.26852;45.98724	17.77138;46.47584	17.10462;43.92255	15.41206;44.31526	13.45478;47.28921	12.02583;50.28573	11.28636;53.21299	10.91744;64.37481	10.41452;67.36451	9.97982;59.35395	10.71960;62.37550	13.40724;66.68361	11.55615;87.89949	11.50817;85.25243	11.75465;81.08131	11.68684;83.28610	12.88839;88.83938	13.39531;89.63175	11.93110;88.24292	11.89314;92.81050	12.41014;87.89053	15.04286;88.79383	16.01764;94.56893	16.07833;99.49876	16.13951;98.29601	15.94302;93.77504	16.02070;88.51769	17.33658;85.40174	18.48954;83.15292	18.20050;82.78466	18.56357;81.74602	19.55321;81.99395	20.28323;82.69927	20.14411;84.20138	19.57117;82.94275	19.61582;80.00189	19.40492;78.14977	19.40994;76.26992	19.53356;77.27206	19.40688;78.46159	19.13384;80.31471	18.37442;81.97276	
13.00000	8.00866;62.06658	22.76796;44.01069	15.44834;39.11694	13.49463;38.61985	24.16699;46.65240	23.63230;48.87526	24.20764;48.55482	23.84910;48.01626	22.99778;49.75852	22.40827;50.26507	21.86403;46.25719	21.74603;43.42445	20.76467;44.94311	19.45736;50.73677	17.05010;56.62698	15.96487;61.12563	14.79078;61.64314	13.76271;61.42958	13.19454;62.74035	12.97763;54.86737	13.09048;49.60726	13.42147;53.10687	12.59869;60.37354	10.85925;62.80656	10.37796;55.19964	10.01925;61.66988	11.85877;75.11638	12.59898;83.59362	12.08127;77.17122	12.77097;76.90080	13.47191;78.64953	13.71332;81.59654	13.66368;77.40312	13.71724;76.75344	14.06466;84.91426	13.30045;85.36848	14.41222;83.80574	16.15051;85.16706	16.94155;86.93241	15.68833;88.02959	15.98105;80.99368	16.98743;76.59505	18.01416;75.94876	18.83367;77.19731	19.12744;77.05688	19.15247;78.61480	19.53466;79.90780	19.52282;80.27226	19.04743;78.94464	19.33632;77.19318	20.02396;75.99478	20.12075;75.25221	19.58247;74.61319	19.48470;72.77078	19.62289;72.56302	19.11990;73.19363	18.30788;72.45001	
12.00000	29.67981;60.96726	16.50586;55.27497	21.37795;47.17400	15.48481;47.61503	5.78255;45.01362	22.10934;49.92160	21.78861;46.92685	20.32265;48.22583	20.65568;51.05052	20.90937;49.84184	20.76846;47.35548	19.93143;47.10647	18.84878;50.04539	15.99624;61.97134	14.77721;67.04387	13.81967;71.70267	13.52268;68.57636	13.45620;68.73192	12.70246;63.59572	12.43080;60.84967	11.54811;59.44644	11.06176;68.01910	10.94302;70.87950	10.87472;70.66790	10.11851;62.47010	11.11359;60.72249	11.18630;68.00816	12.30044;80.43943	12.47792;81.57957	12.91969;81.41553	13.08897;82.12224	13.25319;81.54902	14.04405;77.01014	14.41763;77.45527	15.57410;83.99197	14.37605;84.52992	14.50356;82.01868	16.14836;84.48637	17.07195;87.05843	15.88323;84.46942	15.83181;75.52355	17.27866;75.55729	18.10614;73.69551	19.50491;70.93847	20.12054;70.11904	19.85554;71.31140	19.45214;72.21868	19.09188;73.08899	19.14952;72.84339	19.74916;72.69577	20.70301;72.18770	20.99026;71.32847	19.92307;69.93140	19.51036;70.07200	19.32159;71.18955	19.04263;72.19205	18.62796;73.32366	
11.00000	24.44538;50.25860	14.30132;57.95169	17.12297;50.26438	9.50565;47.70188	9.98709;36.93012	18.74426;43.99580	18.61739;45.61761	18.56407;47.31265	19.11803;50.49950	19.68829;47.86520	20.10603;47.82915	19.40111;47.63943	16.14157;61.44736	15.07794;72.09296	15.68378;78.27226	14.22607;76.06059	14.38422;73.36009	13.61932;65.11748	13.40815;61.72962	13.28066;58.97871	12.20062;59.23037	11.19521;72.31066	11.21221;74.75185	10.97590;70.75640	9.69464;70.80212	10.81374;68.11061	11.42728;74.35850	13.70808;84.20452	13.79116;82.87498	14.30436;83.53479	14.41268;83.93340	14.02828;82.25872	13.87623;76.90793	14.86335;76.36903	16.31147;79.77210	15.60737;81.45512	15.80415;80.59213	16.41354;82.21344	17.48856;86.38609	15.89293;83.85150	16.21832;73.96971	16.47398;69.45662	17.73155;73.47222	18.92065;69.53007	19.69934;67.07831	19.77089;65.78356	19.95180;66.78455	19.66635;68.25012	19.97446;69.37282	20.76521;70.66439	21.12775;70.41142	21.61783;68.96397	21.04703;68.15437	20.51112;67.99289	19.89032;68.44710	19.47263;71.84721	19.05810;70.64101	
10.00000	20.24014;57.79047	24.92457;47.44316	7.02161;70.07516	12.58558;44.43682	14.72228;49.69656	12.01328;44.10186	15.94522;42.53962	16.45975;41.85494	19.22450;42.88982	20.79596;45.57941	19.09829;48.68077	17.24529;53.76561	15.26003;63.22932	16.53950;70.91556	16.25517;70.54666	15.99599;73.66822	15.22286;77.34264	14.30809;76.62265	13.23204;71.73008	12.94391;67.40926	13.03066;66.21108	13.61455;65.18029	12.82784;62.67778	12.54597;63.57787	12.28489;67.83832	12.45254;75.74900	12.99850;78.21284	13.33878;75.95768	14.19162;73.77433	14.92439;73.14636	14.58827;75.26382	14.23523;78.93097	13.78931;79.02113	14.43727;76.01427	16.35749;74.73174	16.88200;75.15570	16.85381;78.49049	17.85333;79.54283	17.90401;80.48859	16.90745;82.94035	15.97615;73.17456	16.26277;68.55340	16.65969;70.82511	17.65299;73.71229	18.75181;70.79685	19.99454;67.15176	19.90820;68.13626	20.27968;68.33831	20.62028;69.66711	21.34276;69.58443	21.77686;69.59480	21.62446;68.63376	21.68240;65.99944	20.78055;66.23559	20.26521;68.97117	20.21391;69.87473	19.97111;69.13065	
9.00000	17.14962;58.34570	13.47773;49.73841	13.27440;54.75297	22.26144;47.62232	5.43741;89.23924	3.55432;353.03278	12.13349;31.67846	14.26878;32.62924	17.40513;41.13295	16.57066;48.59531	17.42512;51.16750	16.69250;55.62893	15.64097;58.86039	16.89513;63.50865	16.98663;60.82440	16.90161;63.83574	16.57664;64.39049	15.95892;65.23607	14.89862;67.16852	14.36976;66.94491	13.58655;63.27731	13.58920;61.18023	14.05708;58.95879	13.27494;59.41322	13.06536;59.96753	13.34027;61.39221	13.00948;64.17006	12.81940;66.74323	12.71129;67.23860	14.02316;68.43161	14.80401;69.72572	14.51973;72.07444	13.95846;73.63703	14.23063;71.98579	15.82278;67.82738	17.46801;65.65103	17.63268;68.14346	17.67625;71.50926	18.06926;73.59063	17.56403;76.71736	15.89860;76.32225	15.72647;66.54661	15.88665;67.67134	16.57190;69.62644	17.90088;72.56655	18.22600;72.92558	20.12709;71.09958	20.89911;68.89132	20.65466;71.05350	21.54681;70.36356	22.06305;69.05165	21.68038;69.83958	21.13566;70.19517	21.59327;67.59518	20.93930;67.77783	20.78999;70.63158	18.63940;74.94926	
8.00000	16.30334;62.21282	20.50368;61.32105	2.58264;24.08027	2.38170;16.30061	2.50996;35.82087	1.93878;324.61925	11.05478;13.41070	13.84618;15.01173	15.43801;25.73908	15.86999;52.98553	15.17078;57.34638	17.10189;54.46005	16.28048;47.30801	17.21718;49.69831	17.88880;49.18599	18.92841;54.35288	17.68075;55.81201	15.48399;58.82037	15.47550;57.35990	15.20071;57.99073	14.18163;60.48695	13.65810;57.82088	14.63116;55.24370	14.09208;55.21387	12.54142;55.65476	12.85796;55.63245	12.97734;57.79539	12.79490;57.67168	12.89031;57.93967	13.13341;59.77653	14.52851;64.23377	15.10850;65.95443	14.57473;65.06528	13.87211;59.20147	15.57444;57.60120	17.75614;58.10033	18.93663;59.73425	17.89399;65.31137	18.19315;67.07310	18.19148;67.82000	17.22412;69.32135	15.62699;68.81666	15.13483;63.61595	15.41954;65.98764	16.12741;70.98633	16.42912;72.57480	17.65920;75.84903	18.67775;76.83152	19.42147;74.98177	19.39727;76.99850	19.68173;76.66098	20.57627;77.38959	20.73471;75.13778	19.58795;74.57633	19.88287;75.10647	19.45211;76.05263	19.86252;75.66456	
7.00000	7.10780;46.21888	1.63718;63.37106	9.67626;23.50086	4.80847;92.11819	2.43880;31.73914	6.10012;346.07889	16.70824;0.59520	13.63130;13.45760	11.84776;19.05625	9.02395;40.72847	8.95404;64.28050	8.06628;65.80058	11.26551;63.22273	12.64271;64.20715	9.79768;81.50015	11.13854;93.24040	15.94441;77.27345	12.75285;69.34685	12.73877;68.06546	14.46611;65.07752	13.97514;64.09431	12.77255;62.56920	12.65968;60.15582	13.02379;57.09265	14.20110;49.35192	13.89897;43.86670	13.39320;49.26702	12.80835;48.51305	13.37049;50.66371	13.77690;53.34676	14.93197;59.63618	15.17718;60.50633	14.52482;56.63957	14.82224;51.51739	15.33270;55.84052	14.82696;64.94680	15.92479;67.21282	18.24939;63.95625	19.57229;59.78575	18.46682;61.01218	18.08533;61.55910	17.39220;62.31513	16.20839;63.31203	14.62227;64.75671	14.45065;67.15663	15.11694;69.59831	14.83267;76.34802	15.52752;78.51142	15.95954;79.16772	16.04825;79.58839	15.43452;79.29435	16.18620;83.78754	17.59211;79.93921	17.59360;76.36909	18.28911;79.36127	18.80334;78.85966	18.45281;76.22725	
6.00000	3.04415;69.82935	7.11424;68.06777	5.34738;55.27587	3.09380;157.83761	3.33243;3.58175	14.17460;352.46039	16.70024;15.09251	13.58953;18.87813	11.85792;18.91018	8.32957;23.72355	5.62398;37.11942	3.87474;44.85773	3.24475;89.01930	4.11941;96.63876	8.01690;123.97905	9.41090;117.20017	11.04932;92.21809	10.75951;75.79806	10.19236;81.01050	10.58457;77.49516	13.13413;74.43549	11.11378;64.32683	12.24495;64.56989	12.56591;59.86925	10.96403;58.63207	9.87333;58.96080	10.57780;53.45861	12.20899;50.92561	13.08818;43.79648	14.69186;46.89254	15.67098;53.96165	15.27733;55.31914	14.75772;48.64724	15.73324;48.89732	15.32503;55.26578	15.19224;63.21529	15.76093;67.06214	15.03196;71.81809	17.03159;69.72637	16.86122;65.68943	18.54819;59.08052	17.98632;57.84890	17.30823;59.79220	16.12340;62.76458	14.79676;67.92324	14.36208;71.92799	14.40565;72.37432	14.53188;72.25095	14.44102;73.38718	14.38158;78.50022	14.53611;81.30102	15.16893;83.34545	15.65379;85.13544	16.23130;80.06953	17.12908;73.98583	18.09231;73.25889	18.28640;68.28907	
5.00000	4.10294;102.58769	4.83437;103.91779	3.32095;113.97849	6.64507;139.59141	8.97010;36.71842	18.25867;25.02905	15.77580;26.95655	12.42590;27.50306	10.14393;28.38702	8.24477;30.48883	6.91941;35.77531	5.76635;45.58728	4.59287;56.00728	3.10011;82.44809	5.87274;118.89803	8.35243;112.76962	8.27824;96.99452	8.91463;97.58061	9.76757;88.93301	9.82821;84.76751	10.95853;72.31070	10.05274;67.76449	9.84586;63.52601	10.10940;65.14484	8.93731;60.45760	8.19884;55.23612	8.94211;45.83670	9.26678;42.60273	11.22842;37.54440	14.63314;46.14103	16.97564;51.77976	15.65950;47.82247	15.16804;44.60021	14.94104;47.21435	15.14268;70.96265	14.19331;75.21770	13.03220;74.90453	15.91345;75.78722	14.70386;76.68575	15.49839;69.86954	16.02347;63.09613	16.73872;62.25355	16.34822;61.48469	15.71313;59.75224	16.15529;57.43046	15.74964;59.20603	15.30385;62.68311	14.97644;67.75254	14.30360;73.00318	14.03511;75.97338	15.25546;75.12266	15.32586;77.96463	15.97349;75.64753	15.74344;70.25624	16.03689;68.08639	17.22670;64.50191	17.14929;61.86639	
4.00000	5.09421;79.89070	5.18243;107.40531	4.19039;115.79004	5.58910;107.31385	12.41772;52.10220	14.16411;27.74316	12.73561;32.81930	12.46616;24.62289	10.74420;27.42734	9.11859;24.72396	7.60151;27.01062	6.88151;38.77355	5.14983;40.28462	3.33817;63.36034	3.74978;93.71529	6.08332;114.22274	6.88522;106.90531	7.89034;100.89331	8.38004;103.32514	2.98405;89.25352	6.93280;63.57864	6.88764;59.56315	5.43740;60.39231	6.90921;65.64143	8.30944;69.72947	5.10461;26.55529	6.58521;57.24343	5.31619;39.21276	6.14728;31.02590	10.50121;54.27985	14.78198;48.78005	17.23892;44.31016	15.40898;46.80444	14.32950;57.32315	10.71565;75.83519	10.77321;76.54046	12.02936;69.51222	11.82370;77.83287	12.67112;73.99786	13.88392;67.88428	13.56914;67.21850	15.78176;59.91374	15.99976;63.55947	15.04412;63.96468	13.98682;68.52685	13.66861;67.17267	13.71122;67.59070	14.12444;66.72686	14.52287;66.87693	13.57701;67.43693	14.39852;73.03774	14.55647;73.96107	15.28497;72.90852	14.91020;64.77462	15.37759;61.20920	16.01464;60.89001	16.46362;60.89283	
3.00000	2.91097;5.74866	4.28376;113.17026	2.88314;231.45180	2.09748;217.90432	4.60515;349.57705	11.37153;359.85309	10.26876;19.58743	8.83225;31.83964	9.17867;38.66360	8.43487;32.32030	6.53905;40.86547	6.03369;42.07502	4.47422;32.41965	3.33590;40.65199	2.76041;64.33717	2.17959;76.21906	2.66778;105.88748	5.00549;89.65044	7.22272;64.08319	6.62435;54.80826	3.36880;42.73181	4.43604;8.50470	5.83602;24.49923	6.30084;43.27490	6.31879;42.56892	6.76103;51.10351	1.73388;29.40149	6.79620;348.57597	7.26389;350.91578	6.83717;38.67507	9.86120;46.46962	14.64214;61.74406	13.84219;57.07092	12.95803;67.89055	10.21983;86.93188	9.42424;105.00221	9.83626;101.24887	12.34708;90.95710	10.77364;83.16092	10.48063;72.81524	11.15881;66.73981	11.20016;78.05040	12.67024;81.70829	14.04794;78.62787	13.77792;74.22449	12.72979;73.43568	12.28561;71.94346	13.30639;73.22219	12.82218;71.24368	13.66413;71.01345	13.94414;71.96412	14.81525;75.56446	14.48771;72.72715	13.64519;68.38350	13.87840;65.81507	14.45229;61.66323	15.58517;61.70892	
2.00000	3.17329;273.16036	4.15419;294.67272	3.23560;296.39572	4.67558;294.82838	8.78085;281.34476	10.42885;328.49045	11.17216;335.28543	5.33934;308.82269	8.36903;337.23477	7.04582;18.81485	4.37820;7.89302	2.63965;352.08053	3.42520;354.18264	4.27727;10.29367	3.64161;38.06275	2.21535;79.06966	0.73421;93.25253	0.64582;64.39133	3.45141;56.58111	5.38446;30.40682	5.39337;13.66963	6.79324;3.81462	6.95897;2.71055	7.45757;19.20477	7.87227;24.19807	7.23391;20.44612	8.93161;353.92338	10.53217;7.96081	8.77038;358.34892	5.62217;34.13511	7.75831;47.00012	11.82818;59.07661	11.27907;62.26905	10.18180;77.16034	7.99981;89.14473	8.03902;102.85339	9.51288;112.54061	10.48243;97.45843	9.59055;83.49091	9.53080;75.00008	9.70925;70.41871	8.66231;72.24406	8.76634;85.35769	10.36266;93.68360	10.96342;92.17753	11.41905;79.93157	11.72057;72.77012	12.37129;74.98334	12.45582;77.29759	12.29520;78.44491	12.22843;77.17878	13.55262;74.48469	13.72041;68.98697	13.27807;66.72652	13.32792;67.99531	13.82176;65.80679	14.06249;65.06444	
1.00000	1.92450;203.19859	1.03776;306.54578	1.16571;264.66968	4.38867;223.63607	8.41022;320.92862	12.93793;334.07402	10.80545;353.67813	1.53500;338.06386	5.08022;319.62461	8.98971;300.64080	9.80221;287.09103	7.84126;283.03167	9.16723;294.42385	8.81450;320.04559	6.47960;336.20331	3.48749;345.00173	2.01026;326.55272	2.61091;309.25939	4.25908;324.73591	4.40581;344.48969	4.85833;0.94980	4.75592;6.68932	5.04973;2.66305	6.38954;2.02936	8.54259;7.50892	8.23480;359.26572	9.23531;350.21927	8.85046;346.48567	8.88371;19.42613	4.24081;25.99189	2.29040;29.84621	6.70539;60.05322	8.94577;58.40636	7.90049;69.86634	6.88793;97.51771	7.66386;113.70427	8.26430;107.57833	9.00062;99.92655	8.42386;84.41044	8.44705;75.75910	9.19094;74.04129	8.97615;75.27159	8.38291;76.59212	8.58198;80.31280	9.06414;84.69166	9.08329;88.90953	9.99735;80.46332	11.98715;78.18168	11.51442;76.75671	11.08556;71.81286	12.31074;70.12588	12.40063;67.01604	13.65739;63.90906	13.29852;62.87688	13.42803;62.88968	13.36792;63.92305	13.28316;63.58494	
