Grib  N° 216
Zone : Lon: 121, Lat: -48 X Lon: 178, Lat: 41
Cases en longitudes: 57 pas de 1.01786°;
Cases en latitudes: 90 pas de 1°

Données TWS, TWD de la fenêtre 0

Date: 2017/04/02 12:00:00 UTC
LATITUDE\LONGITUDE	121.00000	122.01786	123.03572	124.05358	125.07144	126.08930	127.10716	128.12502	129.14288	130.16074	131.17860	132.19646	133.21432	134.23218	135.25004	136.26790	137.28576	138.30362	139.32148	140.33934	141.35720	142.37506	143.39292	144.41078	145.42864	146.44650	147.46436	148.48222	149.50008	150.51794	151.53580	152.55366	153.57152	154.58938	155.60724	156.62510	157.64296	158.66082	159.67868	160.69654	161.71440	162.73226	163.75012	164.76798	165.78584	166.80370	167.82156	168.83942	169.85728	170.87514	171.89300	172.91086	173.92872	174.94658	175.96444	176.98230	178.00016	
19.00000	26.13257;75.92241	22.35942;61.30487	22.47964;51.42453	22.27130;45.93003	22.69244;42.14262	23.02427;38.76935	23.18540;35.46229	23.04047;32.29027	22.27873;29.99663	21.56249;26.46803	21.31116;18.93736	20.31907;16.93025	19.30816;16.55946	18.45388;13.50489	18.41526;13.67687	18.67837;9.32508	18.65109;9.76272	17.98565;7.13347	13.77825;5.19743	8.55920;318.85814	4.02776;305.96842	3.67970;326.85559	4.71216;341.14051	4.49420;353.04404	3.96528;20.79734	4.42716;48.47092	4.56901;75.53572	4.15867;105.15482	5.06065;128.76292	7.85162;127.69832	8.79862;119.71976	9.72918;115.88415	10.38081;109.62929	10.77502;98.01506	9.87131;84.28492	8.30457;79.82110	6.92215;112.95775	7.87149;131.02487	8.72993;132.65386	9.72803;124.90948	11.41353;117.86125	12.47464;113.39319	12.75952;109.30446	12.35050;105.00519	12.04938;103.51838	13.24097;101.11363	14.30598;96.85638	14.85422;91.77577	15.58196;88.70331	14.88777;82.59198	13.33265;75.95970	12.42090;76.10946	12.97152;81.92733	13.39885;77.78855	13.73809;75.29522	14.49611;77.61869	14.59352;78.24105	
18.00000	6.49750;85.02283	4.42255;67.37084	22.98990;50.24157	22.72099;44.65339	23.64354;41.88077	23.47057;37.98985	23.21663;36.67705	23.31496;34.05706	23.44477;28.49445	22.73322;27.00325	22.04234;26.47918	21.00111;22.10177	20.23912;20.39825	20.20705;18.60750	19.96925;19.56378	19.09934;18.58800	16.82810;16.72270	12.19650;359.33465	7.32563;343.96481	5.58227;4.21554	6.63706;11.48764	7.04639;17.08530	6.76100;27.14705	6.81929;42.92079	7.15311;65.70552	7.36863;77.50726	6.37811;85.26768	6.08958;95.37028	7.83203;107.62549	8.99680;104.29745	10.47377;104.00530	10.51200;103.87692	10.18109;99.41844	9.86959;84.27144	9.95226;82.15762	9.89117;92.11172	8.41994;112.90680	9.35410;115.37223	10.53831;110.74159	11.84530;108.22682	12.59869;106.66792	13.31211;103.14136	13.92688;97.70034	13.84666;94.33066	14.13369;95.37735	14.89720;95.05296	15.10993;92.47002	15.84279;90.43439	15.91442;86.63888	15.04998;80.44643	14.77987;77.14998	14.88515;77.67165	14.93693;74.53496	15.85942;76.67061	16.07129;77.60273	15.63356;78.93177	15.97288;79.90720	
17.00000	3.86840;95.76789	2.78011;55.24100	23.66936;48.04252	23.76966;42.59392	24.05984;41.73810	24.29268;37.00560	24.37577;32.97407	23.60657;33.04365	23.49946;32.90267	23.35413;33.40173	22.58529;30.51130	21.79983;26.68843	21.54529;23.29905	21.12094;25.64766	19.85224;24.06787	15.38588;17.92448	12.22132;13.20295	11.02922;14.26401	9.73151;22.47725	10.02401;25.51159	9.61043;31.26585	9.01414;38.74085	9.40240;51.31984	9.84111;71.03896	9.67289;73.98343	8.58400;74.67660	7.64103;86.86464	7.99563;89.29850	8.26683;85.54963	10.44722;92.07181	10.72978;97.86147	10.47861;96.77671	9.93425;88.55810	10.90716;85.93359	11.22113;94.60637	11.07282;105.84177	10.92035;109.97352	11.13265;102.09476	11.28921;99.13567	13.01336;97.12183	13.81326;96.24412	14.67168;95.57992	14.74478;90.56652	15.21643;86.33491	16.07180;86.54271	16.80588;86.77488	16.88157;85.68387	16.88447;81.73930	16.95065;78.10762	16.44526;76.60436	16.99251;77.82239	16.96980;78.21511	17.10938;76.99319	16.79984;75.73222	16.24147;78.00822	16.20758;78.27768	17.26302;79.42394	
16.00000	8.05887;39.91174	21.79236;41.43449	25.43414;42.91878	25.04943;37.96194	25.04578;35.11224	25.20974;34.64095	24.57980;37.29039	24.47201;37.25947	24.14795;36.08027	24.13965;33.21148	23.93310;30.85203	23.80187;30.13316	22.26392;28.45356	19.29026;25.96601	15.98897;24.91379	14.51205;30.31223	13.09904;31.15186	12.24269;34.68422	11.71040;38.32709	10.89189;45.43383	10.23918;53.73271	10.51969;63.70956	11.34759;68.22046	11.40478;63.81491	10.11311;66.08559	10.33598;79.42655	9.58961;74.50449	10.12163;76.54022	9.67968;80.40527	10.63111;90.37044	11.36774;88.47437	11.21521;86.36593	11.10331;86.96027	12.09497;90.45057	12.47184;98.77318	13.22763;103.49508	13.10157;102.51037	12.41271;99.71899	12.28607;93.88191	13.61665;93.99389	15.46975;93.99390	15.79999;92.41500	15.76890;88.65793	15.91026;85.34960	16.68010;85.45483	17.03643;84.36877	17.61594;81.54801	17.88840;79.75975	17.90028;75.69062	18.31142;75.66725	18.66867;76.18080	18.72617;76.16282	17.78329;76.18856	17.34518;77.15987	17.36919;76.37433	17.11676;76.26991	17.75446;74.70087	
15.00000	11.05056;69.93940	20.62153;41.32361	27.58944;39.12950	27.43608;35.78354	26.26839;37.57712	25.85403;39.24849	25.45873;38.07565	24.91142;37.69971	25.18061;37.33343	25.46252;35.90581	24.40473;34.71536	21.15380;34.53266	19.35957;31.62974	17.34145;33.07018	15.55352;36.28271	14.58989;42.20283	14.02961;45.11788	12.89872;48.94729	11.94642;61.99222	12.10776;71.38761	12.43213;70.61314	12.45631;67.37670	12.02956;64.12228	10.67135;59.45508	11.34437;73.64869	11.42608;72.43432	11.20875;68.47167	11.70020;74.56455	11.87178;76.55535	12.11020;88.96163	12.26020;88.17649	11.89313;80.93857	12.66265;84.38743	13.85588;93.96753	14.15925;95.38500	13.99193;97.28298	14.05179;95.94404	14.67405;96.25814	14.05283;96.35332	13.52938;93.51810	15.00439;94.31969	16.19769;92.91872	16.44497;89.86455	16.38114;86.55972	16.94356;84.75314	17.94567;83.19444	18.50995;81.97116	18.37695;77.01038	19.11968;75.57665	19.87183;77.10158	19.97347;77.20265	19.60454;77.17911	18.78623;76.28728	17.91198;74.39368	18.33221;72.81776	17.98945;73.10210	17.90593;73.67013	
14.00000	8.60664;70.74660	21.96001;39.53349	10.99908;43.65380	23.90000;44.83524	25.20911;43.47531	25.54115;44.85200	25.44451;42.71211	24.62285;41.21997	23.09136;40.58926	21.21844;39.98299	20.21142;39.03933	19.09217;37.71228	18.07628;39.25256	17.31080;42.58356	16.75902;47.04457	15.61281;54.92090	14.80094;69.80153	15.10061;74.39298	14.97065;70.59339	13.94761;67.18726	13.00945;65.21171	12.43272;61.11071	11.03143;59.92452	11.16315;66.81451	12.12730;68.06045	12.09076;64.49784	12.61969;66.11189	13.23651;68.23453	13.19344;82.55039	12.35155;90.43796	12.71385;85.23869	12.87341;86.90559	13.60318;88.99372	14.93264;89.88283	14.73302;91.06897	14.26095;93.20366	14.45494;92.53266	14.94894;89.41462	16.89593;90.11773	16.90097;95.18733	16.56947;95.82898	16.59294;92.79403	16.83511;87.91563	16.82042;84.75917	17.45221;83.09108	18.54555;80.95432	19.13092;77.84059	19.05651;77.93586	19.53196;77.93073	19.89295;77.08679	19.77063;78.42381	19.28261;77.77817	19.37243;75.39485	19.17140;72.26684	18.49458;71.81071	19.10874;72.10878	19.15496;73.12811	
13.00000	7.20472;60.94540	23.12017;42.77174	16.09139;44.23649	14.48583;42.38954	23.75958;48.74484	22.68130;47.13241	21.74135;42.53971	20.37657;42.93183	19.67129;42.60122	18.81510;42.96535	18.02907;44.37971	17.63935;45.79473	17.50616;47.71818	17.32988;49.62665	17.03093;64.07837	16.30368;73.62202	14.36954;70.01093	14.53079;75.25176	13.28597;70.35351	13.58306;63.30661	13.51855;52.09033	14.13733;50.94894	13.78017;55.26753	12.57362;59.87937	12.69358;64.91049	13.10518;66.33607	13.33518;65.69152	13.29874;65.79517	12.11843;80.02396	13.36959;86.62757	13.14956;82.84221	14.10374;80.59220	14.84731;82.74714	15.05818;81.57493	15.18278;79.83097	15.77559;84.62660	15.47360;89.49616	15.03741;86.68895	15.83868;85.77711	17.30746;85.47727	17.43398;87.93676	16.76561;87.10907	16.90790;82.07018	17.67144;80.37501	17.74999;80.60885	18.47537;79.78843	19.35213;77.40440	19.65761;76.34714	19.64526;76.30338	19.17928;76.69896	18.72572;77.50022	19.04716;76.77923	19.30516;74.34464	19.78270;72.74371	19.30475;70.87359	19.03977;70.62162	18.87482;70.44541	
12.00000	25.10720;56.49448	15.67964;48.83011	22.52942;47.89557	16.20323;46.15684	5.84762;43.55882	20.86887;47.26105	19.87427;44.68695	18.77769;43.11236	17.16842;44.43119	16.47012;47.29099	17.06059;49.06095	17.48797;48.87578	17.79494;47.88672	17.06135;57.14279	16.53677;70.81961	15.10710;66.05697	12.97722;73.19636	13.22933;80.89476	11.86070;73.12717	12.95244;66.05846	12.97922;60.66702	13.04574;61.57146	12.89565;73.32144	12.42456;73.57808	12.93750;70.32359	13.62428;69.24303	14.30482;66.35056	12.30151;68.57183	13.31624;83.04097	14.90737;81.97978	14.49901;82.14800	14.78826;82.63678	14.85434;84.77659	14.66515;82.92755	15.57217;80.15319	16.33261;84.60492	16.61393;88.49620	15.69629;86.76483	15.64296;84.25398	16.71273;85.73842	17.83127;87.04496	16.58798;84.47847	16.72737;76.28673	17.79404;73.56454	19.01952;75.11158	19.57960;74.45153	19.52755;74.63983	19.34978;74.57880	18.73824;74.45139	18.31607;75.01100	18.62439;76.20887	19.31251;75.07416	19.75563;72.31740	19.94941;71.49090	19.88702;69.67861	19.51883;70.59605	18.90355;73.20482	
11.00000	24.74874;40.92345	11.53469;51.90568	16.75548;47.95301	9.44129;59.13133	9.86818;42.06187	17.58518;47.12773	16.67607;46.14293	15.61512;44.44522	15.59059;48.85708	15.96495;45.16279	17.71396;47.62396	17.56050;47.25189	17.12843;52.56699	16.78666;62.09962	15.40472;62.98228	14.47924;75.30146	15.32328;77.94027	14.18768;76.32931	12.70239;73.29824	13.07706;68.67938	12.75159;70.24747	12.84882;74.51301	12.67661;74.52527	12.14915;75.13885	12.87189;76.76543	14.37043;76.92057	14.44400;73.21361	14.96903;74.20586	15.91021;79.58245	15.38033;80.86625	15.72966;82.78716	16.35859;82.62671	16.42909;83.23436	15.47875;82.13243	15.28039;80.45140	16.14656;83.13764	17.23345;84.37751	16.59854;86.60013	16.37689;85.00469	16.59772;84.91505	17.57660;86.07718	16.58260;82.61174	16.57279;75.25473	18.03635;74.35656	18.46851;71.99985	19.08412;73.04530	19.78101;72.03332	19.67698;69.88052	19.47804;69.73306	18.99091;70.37063	19.52630;70.01007	19.98284;69.98213	20.17231;69.79614	21.05381;69.57398	20.58609;69.86251	20.12513;70.22966	19.66987;70.18621	
10.00000	12.48187;32.92287	25.96850;42.87666	5.95007;73.90496	9.65127;48.29842	15.31434;57.12888	10.52778;58.36131	12.95150;55.12211	13.06206;44.74074	13.95222;41.00044	15.24456;37.82116	18.81518;45.89995	17.70613;50.52383	17.08646;51.89805	15.95670;57.96724	14.52137;66.19715	15.73750;71.48449	15.67587;72.00766	15.38743;72.65461	14.39909;76.04817	13.64703;78.18910	13.45935;73.53061	13.52922;71.15634	13.12080;71.76637	13.50662;72.47774	14.03040;75.91948	14.66287;77.59065	15.24652;76.28975	15.97166;74.22319	16.19689;73.76180	15.96028;75.02948	16.02418;78.29068	16.14148;79.20699	16.63324;79.01180	16.37959;79.94633	16.07066;79.72987	16.21396;80.30279	17.13934;79.91485	17.28336;79.77066	17.61993;82.26501	17.63555;83.16325	17.43871;83.08570	16.91969;81.69675	16.75881;75.31901	17.31414;73.49176	18.30615;73.85320	18.67697;71.56128	19.23815;70.54712	19.80998;69.92563	20.07223;69.89791	19.97066;67.84131	20.31920;66.60852	20.74042;67.04679	20.96953;69.89029	20.92739;70.68484	20.75972;68.11391	20.73668;66.87898	19.92925;67.03623	
9.00000	10.03756;78.49422	11.90927;92.23473	12.34933;81.18472	19.63444;53.65651	8.46219;71.11555	1.70426;1.61045	7.65043;37.31829	12.13297;40.93982	12.61754;30.14779	14.27370;37.01815	13.08150;56.59565	14.78537;63.24630	15.67615;55.24778	14.97620;54.15196	15.06842;60.77310	16.21982;63.69290	15.50126;65.21533	14.58822;66.70417	13.96255;71.18164	14.18711;73.47445	13.71394;73.28598	13.85854;71.85731	13.92642;69.23522	14.59219;67.53102	14.51990;69.44216	14.52399;70.28944	14.54584;68.43035	14.55930;69.57378	15.72466;71.02750	15.84655;71.23834	15.87376;70.73744	15.72790;71.88303	15.99908;72.36857	16.54484;72.71464	16.51493;73.33112	16.59761;71.81332	17.27501;71.02273	17.55039;71.31822	17.64147;74.11531	17.35511;76.07893	17.19924;77.46066	16.93653;79.57223	16.97154;77.53169	17.17786;71.02787	17.60514;70.56874	17.93786;73.96505	18.06903;75.71261	19.40209;71.20381	19.90966;69.74447	19.96310;69.53929	20.24953;69.36606	20.77095;68.33998	20.07618;70.75629	20.39427;71.18340	20.30376;71.25282	20.42224;68.88927	20.18737;69.06944	
8.00000	15.76530;64.82520	13.10762;63.20315	1.98414;44.63087	3.05599;35.43092	2.95532;57.55280	2.24797;25.12913	9.47231;3.06674	12.13589;29.15979	12.54109;29.21504	13.25243;31.19292	12.43940;38.73252	12.57176;54.07098	13.43040;61.65824	13.19734;50.06693	15.03961;54.07063	16.73830;56.14569	16.89111;63.06635	16.12576;64.76322	14.12613;62.38063	14.76723;64.36253	13.94303;69.05597	13.53768;71.25546	14.12730;72.70194	13.65761;68.99059	15.10120;64.56963	14.88615;63.34126	13.79039;62.96180	14.01866;63.65879	15.09498;67.03392	15.33175;66.91969	15.24764;65.45086	15.54255;64.50215	15.91256;66.02756	16.46422;66.73124	16.39341;64.73849	16.48375;59.45224	17.44173;63.94612	18.66974;65.46027	18.23469;69.38391	17.65365;71.33163	16.94526;72.00568	17.06365;73.20823	17.04445;74.14885	16.68157;73.02833	16.96248;69.56307	16.65769;71.59254	17.06678;72.33687	17.25202;73.66620	17.56996;73.48776	17.86146;70.46865	17.99383;70.17131	18.20701;68.72226	18.66437;68.83353	17.94906;74.11086	18.40812;73.58588	17.89979;73.25546	18.43590;72.19549	
7.00000	6.77290;38.94230	3.03136;100.57136	8.52001;45.79495	2.95305;17.48317	2.02047;29.38388	5.89091;358.16977	17.57804;7.47867	12.24185;29.85434	11.39327;34.45465	9.47198;31.47193	7.06868;42.54819	6.77692;42.07028	7.81433;65.36024	8.36867;53.28182	7.25906;58.97046	8.12404;101.60030	13.62561;96.61180	12.62572;87.29618	12.57736;82.43257	11.61016;81.17040	13.23508;80.18213	13.74174;74.64465	14.35741;73.23091	13.34813;68.40776	13.38048;61.26797	14.92054;59.44589	14.62899;57.83887	13.93142;58.91833	14.22076;60.70197	15.83058;59.08571	15.50162;58.17739	15.78044;59.99250	16.12467;61.48546	16.00015;62.31732	15.77124;59.04714	16.60788;64.82065	16.00267;69.08391	16.43158;73.14494	18.16302;69.46261	18.23506;66.81023	17.39803;66.21301	16.83844;67.58569	17.24965;68.82806	17.14533;69.17329	16.32106;70.52703	15.97191;70.97849	15.64116;73.34645	15.02998;73.82457	15.39393;71.72749	15.49590;69.87382	14.76181;68.96357	15.20031;70.19092	14.80639;69.59274	14.61594;75.97669	15.19314;77.61034	16.36329;74.78667	17.30491;74.29330	
6.00000	4.35439;90.51156	8.69571;79.46123	6.70199;53.12346	0.76017;7.29257	1.06098;79.74830	11.98271;16.28883	18.13410;19.98888	12.80141;41.10899	11.41998;38.62173	9.56180;37.00967	7.99702;40.87018	5.68123;44.32074	6.02555;60.61506	4.42726;77.08891	7.39236;98.62016	10.37568;118.13500	10.87925;104.80349	10.23550;87.88204	10.88610;82.62779	10.84053;82.89282	11.91383;81.39435	12.78545;75.67854	12.76178;77.67850	12.20492;73.39778	11.71908;70.58527	12.54796;68.49857	13.06294;59.42811	13.37236;55.84794	14.05691;55.36498	15.23011;49.17661	17.19992;53.18708	16.43658;58.01473	15.77000;56.44705	16.35170;56.41761	16.92597;61.95461	16.52013;65.60626	15.86606;69.73562	15.06433;78.86986	16.51022;79.56060	16.82905;73.38189	16.51632;71.61410	16.71038;68.84095	17.06790;65.58035	17.30082;64.54053	16.73169;63.49746	16.33924;63.87697	15.73575;67.26145	14.77604;68.10201	14.03108;69.22749	13.61310;71.51848	13.33082;72.48449	13.66116;74.39952	14.08729;76.57161	14.07894;75.02935	14.90908;73.23779	15.76438;72.00071	16.57890;71.11893	
5.00000	6.01000;84.99012	5.37588;74.73362	3.79114;48.51284	2.54859;87.64258	7.54034;87.06531	15.32963;28.31011	15.98779;21.69922	10.91452;35.95760	10.32287;35.48876	9.58179;35.27960	7.86062;37.89859	6.59981;45.89499	6.39632;55.93808	5.94527;75.41853	6.56534;93.81972	9.03703;110.27477	9.34871;102.07396	8.17005;94.68372	8.42738;80.58374	10.83451;79.08924	11.72268;80.38773	11.41345;75.40047	11.53588;77.50470	10.36860;77.76945	9.84484;75.17352	10.46638;66.96349	11.13637;64.78131	11.50868;61.01495	13.29456;52.00746	14.64499;53.30502	15.25367;57.05113	15.93927;55.82544	16.00562;53.08139	17.45404;59.81981	16.72450;65.16253	15.54706;72.12460	12.61989;79.14181	12.71899;83.11306	13.19242;81.26218	14.74893;80.52526	15.62523;70.96998	16.24800;66.25327	15.77904;67.05165	16.73457;65.56651	15.51632;61.17128	14.77465;61.12844	15.56531;62.04284	15.34027;60.81705	14.10203;63.33252	13.40648;67.17884	13.56396;71.41445	13.64077;72.78382	13.91289;76.37536	13.72706;78.45775	13.87892;76.58074	15.10103;73.32619	16.03780;71.19172	
4.00000	5.12383;24.42597	3.97900;79.54644	4.66391;105.50519	1.53104;94.31708	4.01110;59.28386	9.13954;2.58552	12.67615;4.83194	9.86730;18.09943	9.44594;43.90775	8.07566;42.56128	7.39935;41.63479	6.00325;49.51743	4.99036;49.39144	4.93344;57.73139	5.06237;72.22599	5.88792;102.07415	7.52681;113.90390	6.95315;92.71283	7.93447;92.48669	8.75772;106.26682	7.23573;92.44195	6.73707;94.09504	7.04547;91.64899	8.20410;87.06099	7.02907;79.89739	8.30326;66.12331	10.33597;47.43130	10.50730;46.94910	12.28885;44.35913	13.46697;54.92668	12.98002;62.66747	14.13032;55.65629	15.50864;55.01916	17.66745;59.39734	16.65913;62.05650	13.42159;75.57532	12.00846;86.04866	11.21010;91.05418	11.02021;86.90191	11.04578;81.22992	12.04477;76.53340	13.42365;72.63558	14.10518;72.22675	14.23913;75.34721	13.66159;76.74874	13.94728;72.00191	13.76965;72.85683	14.40729;71.62861	13.68483;68.14267	13.11518;69.99658	12.60713;73.48184	12.77796;75.63398	13.83215;79.96450	13.20300;77.57001	13.55941;75.29239	14.38490;72.92403	15.31986;70.73740	
3.00000	4.34644;323.18135	4.09812;331.68452	2.51451;341.81997	2.84450;309.69328	4.96451;309.98079	7.24166;339.92097	8.97046;329.44507	9.24863;335.51419	8.48639;339.90477	6.25316;24.85227	7.58258;47.06728	6.96155;41.09412	5.47073;40.90823	4.00941;62.04843	3.76123;82.87498	3.26784;87.90589	4.02734;128.29702	5.33538;127.79260	6.97108;100.86030	6.29195;83.81208	7.18389;83.78650	3.62881;74.62375	3.28379;60.68548	4.74162;66.67835	6.49879;42.09039	9.05864;47.53940	6.96690;23.81154	12.27498;49.15464	6.37593;22.96923	12.23275;53.96593	13.56112;53.60973	14.08196;56.28580	14.04003;54.48353	16.99041;59.92664	13.95016;65.16687	11.60758;81.57409	10.01620;96.36672	10.13140;95.73028	10.83327;86.72277	10.65165;78.20612	10.59875;71.27927	11.33080;62.38429	11.61126;66.31021	12.87819;77.06502	13.21585;77.43554	12.19966;82.06782	12.51796;75.47607	13.18638;74.37597	12.83610;73.42292	12.86196;72.54266	12.90090;70.26546	12.34640;73.31112	13.39197;74.53554	12.82372;72.79830	13.09018;70.55336	14.00584;70.05358	14.69841;68.18452	
2.00000	5.17154;268.92314	7.63834;311.89509	6.91029;314.21361	3.11279;285.24602	6.73283;289.54923	8.72660;328.82393	8.64881;339.00687	5.77370;312.63961	8.66989;309.93386	8.22093;317.09840	2.74673;307.96638	1.59602;282.20637	1.73216;303.02845	2.79941;350.40687	1.08894;1.53434	1.56078;162.57829	1.74405;158.90655	1.24329;148.93946	2.87433;100.26880	4.51601;61.87964	4.73960;53.53898	5.38055;31.10575	5.39801;22.26118	6.64322;24.12761	6.36698;20.19981	6.63703;13.57471	9.59013;22.01060	8.52126;28.92131	10.04499;39.97592	9.01288;60.94180	9.90719;69.63079	11.86155;59.17312	12.49988;55.66494	11.99325;62.40495	11.48653;71.96979	8.70625;100.97250	8.17732;108.43064	9.42668;99.20904	9.61951;89.03239	9.91333;77.24454	10.54408;69.14601	9.98836;64.16800	9.30203;58.15326	9.49954;58.61601	10.50640;72.43666	10.87831;82.16180	11.20285;79.13850	12.04899;73.98604	12.19048;73.69192	11.28938;69.69913	11.33028;70.19409	11.20499;70.44914	12.49951;69.19471	12.61027;67.74429	13.02170;65.09523	13.64503;65.70601	14.06892;66.55194	
1.00000	1.81445;184.91657	1.54506;329.81880	1.47566;48.66355	4.32866;203.31616	9.18225;328.99880	13.72568;350.14949	11.22922;355.76005	2.07580;337.27696	0.87827;107.29199	6.23983;301.43210	8.36008;272.40802	8.19284;266.75472	9.66817;283.75964	8.43068;296.80728	6.41759;301.49949	5.19604;288.15501	3.86994;277.46342	2.73030;268.33913	3.58807;316.05360	3.17023;355.55495	4.62148;44.25019	3.12554;51.99688	3.20912;38.55683	5.96009;48.51699	7.06792;22.91926	6.77604;4.09452	9.41862;23.03556	8.01997;29.04381	7.23121;46.08914	5.57935;60.73794	6.92661;72.00234	7.63156;68.46688	7.55316;56.22814	7.58271;53.50612	6.86039;85.62383	6.13824;105.89804	6.25091;111.45070	8.07888;99.67672	8.62024;90.96905	9.00897;80.34745	9.44738;69.28666	9.82494;62.12689	9.63446;59.37327	9.01591;61.00899	8.67593;65.45618	9.07542;69.25149	9.90057;72.55404	11.09874;70.13692	11.83028;67.70384	11.29732;64.59896	10.62457;68.86239	9.74392;68.44056	11.83790;62.93425	12.59093;57.12446	13.30814;58.76642	13.49988;60.57439	13.79785;61.19628	
0.00000	13.39123;262.49329	5.35160;212.42012	8.59365;266.78552	1.28969;154.01426	9.73013;51.67626	13.44249;8.35624	13.42333;351.57303	3.93344;281.90689	2.95420;167.89892	3.52857;177.86897	4.17846;220.84993	12.33603;227.07526	14.34049;273.81924	12.31929;300.77770	7.86388;304.47570	7.55749;276.86911	7.60220;281.67482	9.37114;285.34789	7.97061;293.19492	8.23573;304.37271	7.49751;318.75259	3.34036;328.80752	3.12459;331.37816	3.23073;357.98048	4.73819;14.76941	5.35533;7.41186	5.68144;7.31419	8.08415;20.36094	3.86649;18.16168	3.24097;50.25603	4.43270;63.12033	5.68838;60.18469	5.65664;54.49665	4.90238;60.13113	3.95626;78.72595	4.36601;94.21284	4.92984;85.70352	6.75897;81.85056	7.95586;79.78693	8.40005;71.96337	8.62977;66.48960	9.03596;63.91452	9.30301;60.24769	9.54490;61.27407	9.30219;62.81918	9.63630;66.78623	9.98913;65.09559	10.54971;66.15542	10.87209;65.78580	10.80122;63.43495	10.29468;60.16253	10.72772;63.92246	10.24813;61.49536	10.31565;60.32877	11.57778;59.63347	13.59144;57.05995	12.86774;57.77443	
-1.00000	7.77198;152.92225	1.91014;108.12519	9.50557;346.30192	9.00757;20.62117	8.02290;26.52159	11.19633;6.21837	12.38417;355.24069	5.07225;320.20849	7.33980;283.21037	4.09418;309.12289	0.60343;330.95794	1.53111;23.01043	1.17970;172.28900	5.01587;115.08531	4.42984;117.57704	5.51804;248.16111	9.65251;262.84378	11.79941;276.07971	13.74523;290.53139	13.96580;301.14566	13.65675;301.39593	12.14790;300.85369	8.65324;304.15057	4.73161;322.49455	4.44025;338.61546	5.10649;343.20884	5.52584;339.57417	6.35000;6.61116	6.53554;10.10670	4.24655;14.07823	3.73007;35.30512	3.58225;18.16753	5.07808;33.95163	5.41624;48.53552	4.87332;68.40017	4.29114;74.76764	4.81045;66.70656	5.78803;63.03910	6.98610;65.52438	8.50419;58.97336	8.94194;56.27539	9.16154;55.94916	9.34157;55.38402	9.43583;56.95486	9.47267;57.04366	9.61504;54.16339	9.97986;54.06534	10.70021;60.18411	10.71376;62.97934	10.39876;61.47074	9.98898;58.38227	10.65619;57.25787	10.91992;57.27458	10.90669;57.49670	11.46566;57.68675	11.90732;58.76996	11.97560;58.27064	
